3024,593280,3888,0,3024,2364912,9072,0,598032,2361456,4320,0,1771200,3544128,13558608,0,2358000,4129632,5896512,0,4717296,4717728,1182240,0,2358864,5893920,0,4127904,2360160,4127472,0,2360592,1181376,2363184,0,864,11199312,1770336,0,2358000,4127472,3536352,0,432,2948688,2358864,0,6484176,1178784,0,1180944,2359296,1769040,0,590256,2357568,2357568,0,4125744,2946960,1768176,0,589392,3536352,589392,0,0,1768176,589392,0,1178784,0,2946960,0,1178784,1178784,0,2357568,1178784,1178784,0,0,0,0,0,589392,589392,0,0,1768176,0,0,0,0,589392,0,0,0,0,1178784
4125744,5304960,5304528,0,4125744,10021392,12377232,0,11788272,5306256,5893920,0,4127040,10611648,3546288,0,591120,5307552,3540672,0,2950416,3539808,4716000,0,1769904,4320,0,2949984,3538080,2360592,0,4127472,3537216,7663824,0,1178784,1186992,2948256,0,591120,2360592,2592,0,589392,2359728,1769904,0,1183536,864,0,2947824,2359296,1180080,0,1179216,1728,1728,0,3024,2160,1296,0,432,2592,432,0,0,1296,432,0,864,0,2160,0,864,864,0,1728,864,864,0,0,0,0,0,432,432,0,0,1296,0,0,0,0,432,0,0,0,0,864
8424,324,0,648,0,0,324,1620,1179000,2947500,1769472,4127148,4127148,4716000,2358324,7076268,1179324,5307768,3537000,4717620,4717620,4129092,2358648,7664796,5895648,4716648,5310036,1769148,1179648,1769148,5895324,2358324,590148,3537648,5306472,1768824,2947500,589500,4717620,1179324,1769148,1768500,3538944,589500,2358000,4716648,2948796,2358324,590148,0,2949120,1769472,1180296,591120,2358324,1769472,1296,2592,0,1769472,324,1179324,589500,1179972,589500,972,589824,0,0,324,324,0,589500,590148,648,1179000,0,0,0,324,324,648,972,324,972,648,648,972,1620,648,1296,2592,2916,324,648,972,1944,0,1944,648
15327000,589500,0,1179000,0,0,589500,2947500,648,1620,1769472,1181268,1181268,2592,590796,4130388,590148,4129416,1944,2950092,2950092,4718268,1180296,2362212,1182240,1181592,8255916,1179972,1179648,1179972,592740,590796,1179324,1180944,1771416,590472,1620,324,2950092,590148,1179972,972,3538944,324,1296,1181592,2359620,590796,1179324,0,2949120,1769472,2358648,2947824,590796,1769472,2358000,4716000,0,1769472,589500,590148,324,1769148,324,1768500,589824,0,0,589500,589500,0,324,1179324,1179000,648,0,0,0,589500,589500,1179000,1768500,589500,1768500,1179000,1179000,1768500,2947500,1179000,2358000,4716000,5305500,589500,1179000,1768500,3537000,0,3537000,1179000
24840000,0,0,324,0,0,589824,1768500,0,0,324,1179000,589500,0,2358000,1768824,0,2358000,2358000,589500,1768824,1768500,1768500,1179000,0,589824,3537000,4126500,5305500,1768500,2358000,1768500,7074000,0,1768500,2358000,2358000,3537000,2358000,2947500,2358000,0,2358000,2358000,589500,1179000,2358000,1179000,3537000,0,1768500,1179000,2358000,1179000,1768500,2358000,1768500,1179000,0,2358000,1179000,2947500,1768500,589500,589500,0,0,1179000,1768500,1179000,0,1768500,1179000,589500,0,589500,0,1768500,1179000,0,1179000,0,1179000,0,2358000,0,0,589500,1179000,1768500,589500,0,589500,1179000,589500,589500,0,1179000,589500,589500
147388608,0,0,589500,0,0,589824,972,0,0,589500,648,324,0,1296,590472,0,1296,1296,324,590472,972,972,648,0,589824,1944,2268,2916,972,1296,972,3888,0,972,1296,1296,1944,1296,1620,1296,0,1296,1296,324,648,1296,648,1944,0,972,648,1296,648,972,1296,972,648,0,1296,648,1620,972,324,324,0,0,648,972,648,0,972,648,324,0,324,0,972,648,0,648,0,648,0,1296,0,0,324,648,972,324,0,324,648,324,324,0,648,324,324
972,0,972,0,2592,2592,2916,0,6804,3240,1620,0,1772388,1772064,0,1184184,1770768,1776276,0,1772388,3538944,1181916,0,1181916,6486444,0,1770120,4718268,2947824,0,3541212,2360592,7076592,0,6487740,3537324,4126500,0,5895000,10022796,0,6484824,4717620,1768500,0,1770120,1179000,2359296,0,5305824,2358000,0,2948796,589500,2358000,0,589500,4126500,2358000,0,2947500,589500,0,1768500,589500,1179000,0,1179000,2358000,2947500,0,2947500,0,2358000,0,2947500,2358000,0,589500,1768500,1179000,0,0,1179000,2358000,0,1768500,0,0,0,0,2358000,0,0,0,0,0,0,0,1768500
1768500,0,1768500,0,4716000,4716000,5305500,0,12379500,5895000,2947500,0,7074972,6485472,0,9432648,4127472,14148972,0,7074972,3538944,5306148,0,5306148,3540564,0,2948472,4129092,591120,0,7665444,4717296,4719888,0,5898564,591444,2268,0,3240,2363508,0,593064,2950092,972,0,2948472,648,2359296,0,592416,1296,0,2359620,324,1296,0,324,2268,1296,0,1620,324,0,972,324,648,0,648,1296,1620,0,1620,0,1296,0,1620,1296,0,324,972,648,0,0,648,1296,0,972,0,0,0,0,1296,0,0,0,0,0,0,0,972
8424,0,324,324,324,589500,590472,1179000,1296,589500,4717296,2949120,1768824,8255592,4128120,3537648,5895324,10614564,2359944,1179972,6487740,2947824,1769148,4716000,1181592,590472,1179324,5306148,590148,1180296,2358000,2358972,590796,0,1770444,2949120,2947824,2948472,2358324,4127796,4716648,5306472,1180620,2358648,3538620,590472,2358000,2358972,5307120,3537000,1769148,4127472,972,589824,2947500,1768500,1768824,972,590472,1768824,324,0,589500,324,0,1179648,0,0,589824,1179324,1179324,0,972,0,589500,648,648,0,972,0,0,589824,0,324,0,324,324,324,0,1620,972,1179648,2268,3240,591120,972,1620,972,648,648
15327000,0,589500,589500,589500,324,1768824,648,2358000,324,2360592,2949120,590472,4720536,2949768,1180944,592740,6490332,3538296,1769148,5898564,591120,1179972,2592,4716648,1768824,590148,1181916,1179324,2358648,1296,1769796,2358324,0,3537972,2949120,591120,1770120,590796,2360268,1181592,1771416,2948148,1180296,2949444,1768824,1296,1769796,2950416,1944,1179972,1770768,1768500,589824,1620,972,590472,1768500,1768824,590472,589500,0,324,589500,0,1179648,0,0,589824,590148,590148,0,1768500,0,324,1179000,1179000,0,1768500,0,0,589824,0,589500,0,589500,589500,589500,0,2947500,1768500,1179648,4126500,5895000,2947824,1768500,2947500,1768500,1179000,1179000
24250500,0,324,0,0,0,324,0,0,324,589824,2358000,1179324,1179000,0,589824,4716000,1179000,3537000,589500,3537000,3537000,4716000,5305500,0,5305500,2947500,3537000,2358000,2358000,1179000,1768500,2358000,1179000,589500,1768500,1179000,2358000,2947500,2358000,0,1768500,1768500,4126500,1768500,0,589500,0,0,0,589500,2358000,1179000,1768500,589500,1179000,0,1179000,1768500,1179000,1179000,589500,0,1179000,0,0,1179000,1179000,1179000,1179000,589500,589500,589500,1179000,0,1768500,0,1768500,1179000,589500,1179000,0,589500,1768500,0,1768500,589500,1768500,0,589500,2947500,2947500,1179000,589500,1768500,1768500,0,1179000,589500,589500
147388284,0,589500,0,0,0,589500,0,0,589500,589824,1296,590148,648,0,589824,2592,648,1944,324,1944,1944,2592,2916,0,2916,1620,1944,1296,1296,648,972,1296,648,324,972,648,1296,1620,1296,0,972,972,2268,972,0,324,0,0,0,324,1296,648,972,324,648,0,648,972,648,648,324,0,648,0,0,648,648,648,648,324,324,324,648,0,972,0,972,648,324,648,0,324,972,0,972,324,972,0,324,1620,1620,648,324,972,972,0,648,324,324
1944,2592,4212,2268,1181592,1776276,1182564,2362212,1772712,3545100,2948472,10619100,4127796,3540240,5896296,6485148,3538620,2362212,2358972,5306796,2947500,1770120,4718268,1179648,590796,1179000,2358324,5307444,1769472,3537972,0,2358648,972,590472,590796,590472,4126500,3537324,4717620,1769472,2947500,589500,3537000,1768500,589500,4716000,589500,1768500,4126500,1768500,1768500,1768500,0,2947500,0,3537000,1768500,0,589500,0,0,2358000,0,0,589500,0,0,2358000,0,0,0,0,2358000,1768500,0,0,0,589500,0,0,0,0,0,0,0,589500,0,0,0,0,0,0,0,0,0,0,1768500,0,0,1179000
3537000,4716000,7663500,4126500,4716648,14148972,6485148,7664796,7664472,14739444,1770120,14743332,2360268,5896944,2361240,1182564,2949444,7664796,1769796,2360916,1620,2948472,4129092,1179648,2358324,648,590796,3539916,1769472,1770444,0,1180296,1768500,1768824,2358324,1768824,2268,591444,2950092,1769472,1620,324,1944,972,324,2592,324,972,2268,972,972,972,0,1620,0,1944,972,0,324,0,0,1296,0,0,324,0,0,1296,0,0,0,0,1296,972,0,0,0,324,0,0,0,0,0,0,0,324,0,0,0,0,0,0,0,0,0,0,972,0,0,648
11232,0,432,432,1769472,589392,591552,1179216,0,1769040,1768176,589824,1768608,1769040,4128768,5304960,2361456,3538512,4719888,6487200,2948256,4126176,1178784,3538080,590256,2949120,1180080,2358000,6485904,2357568,590256,589392,590688,3537216,1296,1179216,1179216,1769904,1180944,590256,2948688,1180512,2358864,589392,1768176,1769904,1769472,5304528,4126176,4126608,3536352,1769040,10022256,1179648,3537648,4127040,2948256,2949120,591120,2358432,3536352,2949120,589392,1178784,589392,432,1178784,3536352,864,0,589392,589392,864,0,0,0,864,0,0,432,0,432,1296,432,1296,864,432,432,864,432,3456,864,1728,1296,432,4320,1728,1728,1728,1728
15324192,0,589392,589392,1769472,432,2947392,590256,0,1180080,1296,589824,590688,1180080,4128768,593280,5306256,2949552,6486768,5309280,1770336,592416,864,2360160,1179216,2949120,1769040,591120,3541104,1728,1179216,432,1768608,1181376,1768176,590256,590256,2358864,2947824,1179216,2359728,2358432,1769904,432,1296,2358864,1769472,3888,592416,1181808,2592,1180080,3543696,1179648,1770768,1771200,1770336,2949120,2358000,1180512,2592,2949120,432,864,432,589392,864,2592,1178784,0,432,432,1178784,0,0,0,1178784,0,0,589392,0,589392,1768176,589392,1768176,1178784,589392,589392,1178784,589392,4715136,1178784,2357568,1768176,589392,5893920,2357568,2357568,2357568,2357568
24273072,0,0,432,0,0,0,432,589392,2357568,432,1178784,1768176,1178784,1768608,2357568,432,1178784,1178784,1768176,1179216,589392,1178784,2946960,0,2357568,3536352,1768176,4715136,589392,3536352,4125744,2946960,2357568,2357568,1768176,589392,4715136,1768176,2946960,1768176,1768176,1178784,1768176,589392,1178784,2357568,2946960,2357568,0,3536352,589392,1178784,1178784,0,589392,1178784,1178784,1178784,1178784,2357568,1768176,1178784,1768176,0,1178784,1768176,1178784,1178784,589392,1178784,1178784,2946960,2357568,0,0,1178784,0,589392,589392,0,0,589392,1178784,1178784,589392,589392,589392,1178784,0,1178784,0,0,0,2357568,1768176,1178784,0,1768176,589392
147365712,0,0,589392,0,0,0,589392,432,1728,589392,864,1296,864,590688,1728,589392,864,864,1296,590256,432,864,2160,0,1728,2592,1296,3456,432,2592,3024,2160,1728,1728,1296,432,3456,1296,2160,1296,1296,864,1296,432,864,1728,2160,1728,0,2592,432,864,864,0,432,864,864,864,864,1728,1296,864,1296,0,864,1296,864,864,432,864,864,2160,1728,0,0,864,0,432,432,0,0,432,864,864,432,432,432,864,0,864,0,0,0,1728,1296,864,0,1296,432
432,0,0,0,864,2160,1296,0,5184,6048,4320,4320,1772496,1296,2950416,0,1183968,1768608,590688,1296,2949120,6488064,1769904,0,4718592,6487632,1771200,4130064,2951712,5307984,0,1770336,1181808,1770336,864,1769472,1769904,2948256,0,2946960,4715568,2949120,1178784,1179216,591984,589392,0,4128768,1296,1769040,1180944,2948256,432,0,1769472,589392,1769472,1768176,2360160,1179216,589824,0,1769472,2357568,1296,1769040,2946960,5304528,2357568,0,589392,589392,1768176,4715136,589392,1768176,0,4715136,1178784,0,2357568,589392,3536352,4715136,0,589392,3536352,589392,2357568,589392,0,1768176,0,0,5893920,0,0,589392,0,1178784
589392,0,0,0,1178784,2946960,1768176,0,7072704,8251488,5893920,5893920,5895216,1768176,4717296,0,7073568,590688,1768608,1768176,2949120,6488064,2358864,0,4718592,5898672,4127040,5896944,6485472,4719024,0,2948256,4126608,2948256,1178784,1769472,2358864,1770336,0,2160,592848,2949120,864,590256,3536784,432,0,4128768,1768176,1180080,2947824,1770336,589392,0,1769472,432,1769472,1296,3538080,590256,589824,0,1769472,1728,1768176,1180080,2160,3888,1728,0,432,432,1296,3456,432,1296,0,3456,864,0,1728,432,2592,3456,0,432,2592,432,1728,432,0,1296,0,0,4320,0,0,432,0,864
12960,432,0,2592,432,0,1181808,0,1179648,0,2358432,1179216,589824,2952576,7074864,4128336,7075728,5304960,1178784,1770336,5306256,591120,4125744,7073136,1179648,5894784,4716432,591120,2358864,1769472,2949120,1180080,589824,1179648,1768608,2947392,4129200,4126176,2947392,3537216,7075296,4126176,2358432,4716000,4127472,1179648,2949984,1179216,1179648,1769040,2949552,1769040,1769040,1769472,590688,1179648,1179216,1178784,2947392,1179648,2946960,0,0,590688,1178784,432,1178784,589392,0,589824,1768176,0,0,0,432,0,432,864,864,0,864,0,864,2160,1728,2592,1296,432,2160,864,2160,0,864,2160,1296,1728,432,432,432,1296
17681760,589392,0,3536352,589392,0,4126608,0,1179648,0,1180512,590256,589824,7664256,2952144,3539376,4130928,593280,864,2948256,2361456,2358000,3024,594576,1179648,1183104,1771632,2358000,1769904,1769472,2949120,1769040,589824,1179648,590688,591552,4718160,592416,591552,1181376,3541536,592416,1180512,1182240,2360592,1179648,4127904,590256,1179648,1180080,3538512,1180080,1180080,1769472,1768608,1179648,590256,864,591552,1179648,2160,0,0,1768608,864,589392,864,432,0,589824,1296,0,0,0,589392,0,589392,1178784,1178784,0,1178784,0,1178784,2946960,2357568,3536352,1768176,589392,2946960,1178784,2946960,0,1178784,2946960,1768176,2357568,589392,589392,589392,1768176
24273072,0,0,432,0,0,589392,432,1178784,589824,589392,1178784,3536784,1768176,2947392,2357568,0,4125744,2947392,3536352,589392,589392,0,589392,0,589392,2357568,589392,589392,1768176,589392,589392,2357568,0,1768176,0,0,2357568,2357568,589392,0,589392,589392,589392,0,1768176,589392,589392,0,0,1178784,0,589392,1178784,1178784,589392,1178784,0,0,0,2946960,1178784,1768176,2357568,2946960,2946960,0,1178784,3536352,1178784,1178784,2357568,1768176,5304528,2357568,1768176,589392,4125744,2946960,5304528,2946960,1178784,2946960,0,1768176,589392,1768176,1768176,1178784,3536352,589392,0,1178784,0,1178784,1768176,0,1178784,589392,589392
147365712,0,0,589392,0,0,432,589392,864,589824,432,864,591984,1296,591552,1728,0,3024,591552,2592,432,432,0,432,0,432,1728,432,432,1296,432,432,1728,0,1296,0,0,1728,1728,432,0,432,432,432,0,1296,432,432,0,0,864,0,432,864,864,432,864,0,0,0,2160,864,1296,1728,2160,2160,0,864,2592,864,864,1728,1296,3888,1728,1296,432,3024,2160,3888,2160,864,2160,0,1296,432,1296,1296,864,2592,432,0,864,0,864,1296,0,864,432,432
1296,0,3024,3024,1773360,3888,3456,0,1180080,6048,5184,1769472,1770336,1180944,2949120,0,590256,5894784,4716864,3536352,1769904,5893920,2357568,0,2946960,2357568,1180080,591120,5895216,4716000,0,4127904,1768176,1180080,4719456,1179216,3456,593280,0,2952144,1180944,1296,1181376,591120,1183104,590688,0,2361456,3537648,1181808,5894784,6489360,593712,0,4126176,5896944,2358000,4127904,589824,4125744,1768176,0,2946960,1178784,0,2357568,589392,589392,589392,0,0,589392,2357568,0,0,589392,0,0,1768176,1178784,0,0,4125744,2357568,0,0,4125744,0,0,589392,0,1768176,0,0,1178784,589392,589392,0,1178784,2357568
1768176,0,4125744,4125744,7074000,5304528,4715136,0,1769040,8251488,7072704,1769472,2948256,2947824,2949120,0,1179216,1183104,2361024,2592,2358864,4320,1728,0,2160,1728,1769040,2358000,1772496,1182240,0,2949984,1296,1769040,5897376,590256,4715136,5304960,0,7074864,2947824,1768176,3537216,2358000,5894784,1768608,0,5306256,1770768,4126608,1183104,8256240,5894352,0,592416,4130064,591120,2949984,589824,3024,1296,0,2160,864,0,1728,432,432,432,0,0,432,1728,0,0,432,0,0,1296,864,0,0,3024,1728,0,0,3024,0,0,432,0,1296,0,0,864,432,432,0,864,1728
8748,0,324,2916,324,0,1180296,1770444,1181592,1179648,2360592,590796,4127472,11201796,6484824,5896296,5895000,1179648,1179000,1768500,3537324,589824,2949120,2949120,3537972,589824,4127796,1179972,590472,1768500,2949120,1769148,1179972,1769472,1179324,589500,3537972,1179324,2358648,1620,5306148,2358000,590796,4128444,3537324,1769796,3537972,2358324,1770444,1771416,4719888,590148,1769148,4716648,3537324,2948796,5306796,648,589824,2948472,3537648,0,0,2358324,0,589500,589824,0,1179000,324,1179000,0,0,1179648,972,0,590472,972,590148,324,2592,590148,648,648,972,324,1944,972,648,0,324,0,0,324,0,0,0,0,0,648
15916500,0,589500,5305500,589500,0,2358648,3537972,4716648,1179648,4717296,2358324,1770768,2364156,593064,2361240,3240,1179648,648,972,591444,589824,2949120,2949120,1770444,589824,2360268,1769148,1768824,972,2949120,1179972,1769148,1769472,590148,324,1770444,590148,1180296,2947500,1181916,1296,2358324,3539268,591444,2358972,1770444,590796,3537972,5306472,7076592,1179324,1179972,1181592,591444,2359620,2360916,1179000,589824,1770120,1180944,0,0,590796,0,324,589824,0,648,589500,648,0,0,1179648,1768500,0,1768824,1768500,1179324,589500,4716000,1179324,1179000,1179000,1768500,589500,3537000,1768500,1179000,0,589500,0,0,589500,0,0,0,0,0,1179000
24250500,0,324,589500,589500,324,589824,0,0,589500,2358324,2358000,2358324,1179000,1768500,589824,589500,0,6484500,4126500,4716000,1179000,1768500,2947500,6484500,1179000,4126500,2358000,2358000,1768500,2947500,0,589500,589500,0,589500,0,589500,589500,1179000,589500,589500,0,1179000,1179000,589500,589500,589500,1179000,2947500,0,2947500,589500,1179000,0,2358000,1768500,1179000,1179000,589500,2358000,589500,589500,1768500,3537000,2358000,1768500,589500,2358000,1768500,1179000,1179000,2358000,1768500,2358000,2358000,2358000,1179000,1768500,2358000,0,589500,1179000,589500,589500,0,0,589500,0,1179000,0,589500,1179000,589500,0,0,589500,0,0,1179000
147388284,0,589500,324,324,589500,589824,0,0,324,590796,1296,590796,648,972,589824,324,0,3564,2268,2592,648,972,1620,3564,648,2268,1296,1296,972,1620,0,324,324,0,324,0,324,324,648,324,324,0,648,648,324,324,324,648,1620,0,1620,324,648,0,1296,972,648,648,324,1296,324,324,972,1944,1296,972,324,1296,972,648,648,1296,972,1296,1296,1296,648,972,1296,0,324,648,324,324,0,0,324,0,648,0,324,648,324,0,0,324,0,0,648
3240,1775304,2953656,1773360,4129740,6486120,14740416,7663824,4719564,2359620,5308740,5306472,3537648,4716648,4718592,1774332,6489360,2362536,1184184,3541212,1772064,1771092,2950740,4716972,3538296,3539592,4716324,4716648,6484500,4126500,4716000,1768500,2947500,3537000,0,589500,1179000,2947500,0,1179000,589500,1768500,1179000,0,1768500,0,1179000,1179000,0,589500,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,648
5895000,12380472,11202120,8843472,5897268,2951064,5313600,593712,6487092,2948796,5897916,1771416,1180944,1181592,4718592,10611972,8846064,8254296,9432648,7665444,6485472,4716972,5896620,1771092,2359944,4717944,592092,1181592,3564,2268,2592,972,1620,1944,0,324,648,1620,0,648,324,972,648,0,972,0,648,648,0,324,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1179000
11232,432,0,1296,1296,864,4752,864,591552,432,589824,1181376,0,1770336,1770768,4127040,590256,590256,2357568,1769904,6483744,2358432,3537648,4127040,0,3537216,2358432,5304960,1769040,1179648,3536352,2358000,1179216,1178784,2946960,2358432,432,0,2358864,2358000,590256,1180944,590256,2359296,1769472,2946960,1180080,592416,4127472,0,1179648,1769472,590256,590256,2359296,591120,1180512,2359296,1769040,1179648,2948256,1771200,0,3537216,2949552,4127904,591552,591552,1770336,1771200,1769472,3888,2948256,1769040,0,1769472,591120,591120,1769904,1178784,1728,1768608,1178784,1179648,1179648,1179216,2357568,0,4125744,2357568,589392,589392,1768176,589392,1768176,1178784,1178784,1178784,589392,589392
15324192,589392,0,1768176,1768176,1178784,6483312,1178784,2947392,589392,589824,3537216,0,2948256,3537648,1771200,1179216,1179216,1728,2358864,594144,1180512,1770768,1771200,0,1181376,1180512,593280,1180080,1179648,2592,591120,590256,864,2160,1180512,589392,0,1769904,591120,1179216,2947824,1179216,2359296,1769472,2160,1769040,4126176,2360592,0,1179648,1769472,1179216,1179216,2359296,2358000,2358432,2359296,1180080,1179648,1770336,4127040,0,1181376,3538512,2949984,2947392,2947392,2948256,4127040,1769472,5304528,1770336,1180080,0,1769472,2358000,2358000,2358864,864,2357568,590688,864,1179648,1179648,590256,1728,0,3024,1728,432,432,1296,432,1296,864,864,864,432,432
24273072,432,0,0,0,0,432,0,0,1178784,2358000,2357568,2357568,0,1768176,1768608,589392,2946960,589392,1178784,2358000,2946960,2357568,3536352,2357568,2947392,1768176,589392,1768176,1768176,1178784,2946960,1178784,3536352,589392,3536352,0,1178784,0,1178784,1178784,0,2357568,1178784,1178784,589392,1178784,2357568,2946960,1178784,0,2946960,1178784,3536352,589392,1768176,0,1178784,589392,589392,1768176,589392,1178784,1178784,1178784,1178784,589392,0,2357568,0,589392,589392,1178784,1178784,3536352,589392,1178784,589392,1178784,0,589392,589392,1768176,2357568,589392,1768176,589392,1768176,1178784,1178784,2357568,589392,1768176,1768176,589392,1768176,1768176,0,589392,1178784
147365712,589392,0,0,0,0,589392,0,0,864,591120,1728,1728,0,1296,590688,432,2160,432,864,591120,2160,1728,2592,1728,591552,1296,432,1296,1296,864,2160,864,2592,432,2592,0,864,0,864,864,0,1728,864,864,432,864,1728,2160,864,0,2160,864,2592,432,1296,0,864,432,432,1296,432,864,864,864,864,432,0,1728,0,432,432,864,864,2592,432,864,432,864,0,432,432,1296,1728,432,1296,432,1296,864,864,1728,432,1296,1296,432,1296,1296,0,432,864
